cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
144,30,Female,Buenos Aires,Silver,Store,7/6/2025
145,40,Male,Mexico,Silver,MobileApp,10/28/2022
146,25,Male,Buenos Aires,Silver,Store,10/25/2024
147,35,Male,Sao Paolo,Gold,Store,6/25/2022
148,30,Female,Mexico,Platinum,Website,11/19/2024
149,25,Female,Sao Paolo,Silver,Website,4/25/2022
150,45,Male,Mexico,Silver,Website,8/1/2021
151,40,Male,Sao Paolo,Gold,Store,6/26/2025
152,35,Male,Sao Paolo,Gold,MobileApp,7/19/2023
153,45,Female,Buenos Aires,Silver,Mercado Libre,12/26/2021
154,45,Female,Buenos Aires,Gold,Store,8/2/2021
155,35,Female,Sao Paolo,Platinum,MobileApp,10/31/2021
156,40,Male,Mexico,Silver,Amazon,3/24/2024
157,35,Male,Sao Paolo,Silver,Website,11/4/2024
158,35,Male,Sao Paolo,Silver,Website,7/19/2021
159,35,Male,Buenos Aires,Silver,Store,8/31/2025
160,40,Male,Sao Paolo,Silver,Website,8/26/2021
161,20,Female,Buenos Aires,Silver,Website,11/2/2022
162,45,Female,Sao Paolo,Silver,MobileApp,9/25/2025
163,45,Male,Mexico,Silver,Mercado Libre,4/5/2024
164,18,Female,Mexico,Silver,Store,6/3/2024
165,40,Male,Sao Paolo,Silver,Store,5/29/2023
166,20,Male,Sao Paolo,Gold,Store,9/8/2021
167,25,Male,Buenos Aires,Gold,MobileApp,7/27/2024
168,35,Male,Mexico,Silver,Store,4/21/2022
169,20,Male,Sao Paolo,Silver,Website,5/13/2022
170,40,Male,Mexico,Gold,Store,9/5/2023
171,40,Male,Sao Paolo,Silver,Website,10/23/2025
172,30,Female,Sao Paolo,Platinum,Store,4/8/2025
173,18,Male,Sao Paolo,Silver,Amazon,9/24/2023
174,25,Male,Sao Paolo,Gold,Website,12/2/2022
175,35,Male,Buenos Aires,Silver,Amazon,12/5/2024
176,60,Female,Mexico,Gold,Website,2/23/2023
177,35,Male,Buenos Aires,Gold,Store,3/5/2022
178,25,Female,Mexico,Platinum,Store,6/23/2022
179,35,Male,Buenos Aires,Platinum,Mercado Libre,6/20/2023
180,30,Male,Mexico,Silver,MobileApp,1/6/2025
181,40,Female,Mexico,Silver,Store,8/26/2023
182,20,Male,Buenos Aires,Silver,MobileApp,7/29/2021
183,40,Male,Mexico,Silver,Store,4/20/2025
184,30,Male,Sao Paolo,Silver,Store,9/30/2025
185,55,Female,Mexico,Gold,Store,5/6/2022
186,25,Male,Buenos Aires,Platinum,MobileApp,4/16/2022
187,35,Male,Mexico,Silver,Store,9/6/2025
188,50,Female,Mexico,Silver,Store,10/20/2025
189,20,Male,Mexico,Silver,Store,7/22/2022
190,50,Female,Buenos Aires,Gold,Store,10/26/2022
191,35,Female,Sao Paolo,Silver,Website,1/26/2025
192,18,Male,Mexico,Platinum,Store,7/4/2022
193,25,Male,Sao Paolo,Gold,Store,2/9/2025
194,35,Male,Mexico,Gold,Amazon,7/17/2021
195,18,Female,Mexico,Silver,Store,6/5/2022
196,30,Female,Sao Paolo,Silver,Store,3/3/2025
197,25,Female,Sao Paolo,Platinum,Website,3/15/2025
198,35,Female,Mexico,Gold,Website,9/10/2025
199,18,Female,Sao Paolo,Platinum,MobileApp,9/10/2024
200,45,Male,Sao Paolo,Silver,Store,11/19/2022
201,55,Male,Buenos Aires,Gold,Amazon,4/12/2022
202,55,Female,Sao Paolo,Silver,MobileApp,8/19/2022
203,35,Male,Sao Paolo,Gold,MobileApp,5/19/2021
204,20,Male,Buenos Aires,Gold,Store,10/12/2023
205,40,Female,Sao Paolo,Gold,Store,8/30/2021
206,18,Male,Sao Paolo,Gold,Website,11/12/2021
207,18,Female,Mexico,Silver,Amazon,10/29/2022
208,25,Female,Mexico,Platinum,Website,1/3/2023
209,30,Male,Buenos Aires,Platinum,Store,5/15/2021
210,40,Female,Buenos Aires,Silver,Store,4/26/2024
211,35,Male,Mexico,Platinum,Website,9/10/2025
212,25,Male,Sao Paolo,Silver,MobileApp,8/2/2022
213,25,Male,Sao Paolo,Gold,Store,12/29/2023
214,60,Male,Sao Paolo,Silver,Store,3/15/2022
215,25,Male,Sao Paolo,Platinum,Store,3/18/2021
216,30,Male,Mexico,Silver,Website,2/4/2022
217,20,Male,Mexico,Silver,MobileApp,1/9/2022
218,40,Male,Sao Paolo,Silver,MobileApp,11/2/2023
219,35,Female,Buenos Aires,Silver,Website,2/19/2025
220,20,Female,Sao Paolo,Gold,Store,1/28/2023
221,18,Male,Sao Paolo,Silver,Website,1/19/2023
222,35,Male,Mexico,Gold,Mercado Libre,2/3/2023
223,35,Male,Sao Paolo,Platinum,Amazon,2/21/2022
224,25,Male,Sao Paolo,Gold,Amazon,7/26/2021
225,55,Female,Sao Paolo,Gold,Store,12/7/2021
226,20,Female,Sao Paolo,Silver,MobileApp,7/2/2025
227,25,Male,Mexico,Silver,Amazon,12/22/2022
228,50,Male,Buenos Aires,Silver,Website,11/7/2021
229,25,Male,Sao Paolo,Silver,Store,8/24/2024
230,35,Female,Sao Paolo,Platinum,Mercado Libre,8/9/2024
231,25,Male,Mexico,Silver,Website,9/17/2022
232,25,Female,Buenos Aires,Platinum,Store,10/31/2024
233,60,Female,Sao Paolo,Silver,Store,3/31/2025
234,25,Male,Sao Paolo,Gold,Website,9/25/2024
235,45,Female,Mexico,Silver,Store,3/24/2021
236,20,Female,Mexico,Silver,Store,5/20/2025
237,20,Female,Sao Paolo,Gold,MobileApp,1/15/2025
238,18,Male,Mexico,Silver,MobileApp,10/24/2023
239,35,Male,Sao Paolo,Gold,MobileApp,1/19/2025
240,25,Female,Mexico,Silver,Store,5/23/2023
241,45,Female,Mexico,Silver,Website,8/24/2021
242,30,Female,Buenos Aires,Platinum,Store,1/24/2022
243,55,Female,Sao Paolo,Silver,Store,1/28/2022
244,20,Female,Sao Paolo,Gold,Store,7/23/2025
245,45,Female,Sao Paolo,Silver,MobileApp,1/17/2023
246,40,Male,Buenos Aires,Gold,Store,1/30/2021
247,40,Male,Sao Paolo,Silver,Store,5/26/2025
248,40,Female,Sao Paolo,Silver,Store,9/9/2023
249,40,Female,Sao Paolo,Silver,Website,3/17/2024
250,35,Female,Mexico,Silver,Amazon,8/28/2022
251,20,Male,Sao Paolo,Silver,Amazon,10/10/2021
252,18,Female,Sao Paolo,Gold,Store,10/19/2025
253,50,Female,Sao Paolo,Gold,Store,8/26/2021
254,35,Male,Buenos Aires,Silver,Store,10/29/2025
255,40,Male,Mexico,Silver,MobileApp,1/1/2023
256,30,Male,Mexico,Silver,Store,9/4/2024
257,20,Male,Buenos Aires,Silver,Store,9/22/2024
258,20,Male,Buenos Aires,Silver,Website,1/31/2021
259,35,Male,Sao Paolo,Silver,Store,9/5/2023
260,25,Male,Buenos Aires,Platinum,Store,7/4/2023
261,20,Female,Sao Paolo,Gold,Store,7/8/2025
262,30,Female,Sao Paolo,Silver,Store,6/26/2025
263,18,Female,Buenos Aires,Silver,Website,6/17/2025
264,30,Male,Sao Paolo,Gold,Mercado Libre,7/26/2021
265,25,Male,Sao Paolo,Silver,Store,6/22/2023
266,40,Female,Sao Paolo,Gold,Store,6/6/2024
267,25,Male,Mexico,Platinum,Amazon,8/6/2022
268,30,Female,Sao Paolo,Silver,Amazon,9/27/2024
269,18,Female,Mexico,Silver,Store,4/5/2022
270,18,Male,Buenos Aires,Gold,Website,5/16/2021
271,25,Female,Mexico,Platinum,Store,9/5/2023
272,30,Male,Sao Paolo,Silver,MobileApp,10/11/2021
273,35,Male,Buenos Aires,Gold,Mercado Libre,4/30/2023
274,25,Female,Sao Paolo,Silver,Website,12/17/2021
275,35,Male,Sao Paolo,Silver,Website,1/17/2021
276,45,Female,Sao Paolo,Gold,Store,5/23/2024
277,40,Male,Mexico,Platinum,Website,11/19/2024
278,18,Male,Sao Paolo,Gold,Website,11/23/2024
279,30,Female,Sao Paolo,Gold,Website,2/18/2022
280,20,Female,Sao Paolo,Silver,Store,6/21/2024
281,20,Male,Sao Paolo,Silver,Website,1/24/2024
282,60,Male,Mexico,Silver,Website,7/15/2025
283,20,Female,Buenos Aires,Silver,Store,1/6/2021
284,30,Male,Mexico,Gold,Store,2/19/2023
285,35,Female,Sao Paolo,Silver,Store,3/28/2021
286,35,Female,Sao Paolo,Gold,MobileApp,7/8/2021
287,30,Female,Buenos Aires,Gold,Website,6/27/2025
288,18,Female,Sao Paolo,Silver,MobileApp,6/28/2025
289,25,Male,Buenos Aires,Silver,Store,2/24/2022
290,30,Female,Sao Paolo,Gold,Amazon,12/27/2023
291,18,Female,Buenos Aires,Platinum,MobileApp,6/30/2025
292,25,Male,Sao Paolo,Gold,Store,9/5/2021
293,18,Female,Sao Paolo,Silver,Store,5/10/2023
294,18,Male,Mexico,Silver,Store,7/26/2021
295,25,Male,Mexico,Silver,Mercado Libre,5/13/2024
296,20,Male,Sao Paolo,Silver,Store,9/4/2024
297,30,Female,Mexico,Gold,Store,1/12/2024
298,35,Male,Mexico,Gold,Store,2/28/2022
299,40,Female,Sao Paolo,Silver,MobileApp,1/11/2024
300,20,Female,Sao Paolo,Silver,Store,7/3/2022
301,20,Male,Sao Paolo,Silver,Store,10/15/2025
302,20,Male,Sao Paolo,Platinum,Store,5/2/2022
303,35,Female,Mexico,Silver,Store,5/13/2021
304,35,Male,Sao Paolo,Gold,Store,4/25/2021
305,18,Female,Sao Paolo,Silver,Website,1/12/2022
306,50,Male,Sao Paolo,Gold,MobileApp,9/4/2023
307,18,Male,Mexico,Silver,MobileApp,7/30/2021
308,30,Female,Sao Paolo,Silver,MobileApp,5/12/2021
309,35,Male,Sao Paolo,Gold,Store,10/29/2024
310,45,Male,Sao Paolo,Silver,MobileApp,6/3/2021
311,35,Male,Buenos Aires,Silver,Store,7/9/2023
312,40,Male,Sao Paolo,Silver,Store,12/17/2024
313,25,Male,Mexico,Silver,Amazon,8/10/2023
314,40,Female,Sao Paolo,Silver,MobileApp,3/17/2023
315,18,Male,Sao Paolo,Gold,Website,10/21/2024
316,45,Male,Mexico,Platinum,Amazon,9/14/2025
317,30,Female,Sao Paolo,Silver,Mercado Libre,5/27/2021
318,40,Male,Buenos Aires,Silver,Website,10/24/2025
319,30,Male,Buenos Aires,Silver,Website,2/25/2024
320,35,Female,Mexico,Silver,MobileApp,8/24/2024
321,30,Female,Mexico,Silver,Store,12/16/2022
322,35,Female,Sao Paolo,Gold,Store,2/16/2024
323,18,Female,Sao Paolo,Silver,MobileApp,5/16/2025
324,18,Male,Buenos Aires,Silver,Store,8/19/2021
325,20,Female,Mexico,Gold,Store,3/27/2022
326,20,Male,Mexico,Platinum,Store,3/4/2025
327,45,Male,Sao Paolo,Platinum,Store,8/13/2025
328,20,Male,Sao Paolo,Gold,Mercado Libre,3/14/2024
329,55,Male,Buenos Aires,Platinum,Website,6/26/2023
330,25,Male,Sao Paolo,Silver,Website,7/5/2025
331,20,Female,Sao Paolo,Silver,Mercado Libre,8/30/2025
332,40,Male,Sao Paolo,Silver,Amazon,9/21/2025
333,35,Male,Buenos Aires,Gold,Website,12/9/2023
334,30,Male,Sao Paolo,Platinum,Amazon,4/17/2021
335,30,Male,Buenos Aires,Silver,Store,4/3/2021
336,35,Female,Sao Paolo,Gold,Store,7/18/2025
337,20,Male,Buenos Aires,Gold,Store,4/9/2023
338,60,Male,Mexico,Platinum,Website,5/20/2021
339,55,Male,Sao Paolo,Gold,Website,8/30/2024
340,35,Female,Mexico,Platinum,Website,1/11/2021
341,20,Male,Sao Paolo,Silver,Website,3/24/2022
342,35,Male,Sao Paolo,Silver,Store,7/16/2023
343,18,Male,Buenos Aires,Silver,Store,1/30/2022
344,18,Male,Sao Paolo,Silver,Website,3/9/2025
345,25,Male,Sao Paolo,Silver,Store,1/13/2022
346,30,Female,Sao Paolo,Gold,Website,12/27/2021
347,45,Female,Sao Paolo,Gold,Website,11/14/2022
348,35,Female,Buenos Aires,Gold,Website,10/14/2023
349,35,Male,Sao Paolo,Silver,Store,4/21/2025
350,25,Male,Buenos Aires,Silver,Website,10/4/2022
351,25,Male,Buenos Aires,Silver,MobileApp,7/27/2022
352,25,Female,Sao Paolo,Silver,Mercado Libre,9/24/2023
353,60,Female,Sao Paolo,Silver,MobileApp,5/4/2025
354,18,Female,Buenos Aires,Silver,Website,7/12/2023
355,45,Male,Sao Paolo,Silver,Store,1/31/2022
356,30,Male,Sao Paolo,Gold,Website,7/5/2021
357,25,Male,Sao Paolo,Silver,Amazon,5/29/2024
358,35,Female,Mexico,Platinum,Store,3/22/2025
359,30,Female,Mexico,Silver,Store,8/16/2024
360,45,Female,Sao Paolo,Platinum,Store,4/13/2024
361,50,Male,Sao Paolo,Silver,MobileApp,1/6/2022
362,25,Male,Buenos Aires,Silver,Store,3/13/2025
363,25,Female,Mexico,Silver,Store,5/12/2024
364,30,Female,Mexico,Gold,Amazon,8/31/2022
365,50,Male,Mexico,Silver,Website,10/9/2021
366,20,Male,Sao Paolo,Silver,Store,7/29/2025
367,35,Male,Mexico,Gold,Store,12/10/2024
368,35,Male,Sao Paolo,Silver,Store,11/23/2023
369,35,Male,Sao Paolo,Silver,Website,3/23/2021
370,20,Female,Mexico,Silver,Store,2/15/2025
371,35,Male,Sao Paolo,Gold,Website,5/28/2021
372,50,Male,Buenos Aires,Silver,MobileApp,6/19/2025
373,20,Male,Sao Paolo,Silver,Website,8/23/2023
374,20,Female,Buenos Aires,Silver,Store,9/19/2023
375,55,Female,Buenos Aires,Silver,Website,8/6/2023
376,20,Male,Sao Paolo,Gold,MobileApp,5/10/2022
377,45,Female,Mexico,Silver,Store,4/8/2024
378,30,Female,Sao Paolo,Silver,Store,12/24/2022
379,20,Male,Buenos Aires,Silver,Website,12/4/2022
380,45,Male,Sao Paolo,Silver,Website,10/28/2023
381,25,Female,Mexico,Silver,Store,11/4/2024
382,30,Female,Sao Paolo,Silver,MobileApp,4/6/2023
383,25,Female,Sao Paolo,Silver,Website,3/10/2022
384,30,Female,Sao Paolo,Platinum,Amazon,11/24/2023
385,20,Female,Sao Paolo,Silver,Store,7/17/2022
386,25,Male,Mexico,Silver,MobileApp,7/14/2025
387,55,Male,Mexico,Silver,Store,5/18/2021
388,25,Male,Mexico,Silver,Website,1/2/2022
389,35,Male,Sao Paolo,Gold,Website,4/16/2021
390,25,Female,Sao Paolo,Silver,Store,3/5/2023
391,40,Female,Sao Paolo,Silver,MobileApp,11/22/2023
392,20,Female,Buenos Aires,Gold,Store,9/28/2022
393,55,Male,Buenos Aires,Silver,Website,9/2/2025
394,30,Female,Sao Paolo,Silver,Store,9/14/2023
395,20,Male,Sao Paolo,Silver,MobileApp,8/16/2023
396,18,Male,Sao Paolo,Silver,Store,3/28/2025
397,20,Female,Mexico,Gold,MobileApp,4/6/2024
398,30,Female,Mexico,Silver,MobileApp,5/5/2023
399,25,Female,Mexico,Silver,MobileApp,3/19/2021
400,40,Male,Sao Paolo,Silver,Store,4/19/2025
401,25,Male,Mexico,Silver,Website,7/28/2021
402,20,Male,Mexico,Platinum,Store,12/5/2024
403,35,Male,Sao Paolo,Silver,MobileApp,1/8/2021
404,35,Female,Mexico,Platinum,MobileApp,1/7/2023
405,20,Female,Sao Paolo,Silver,Website,8/15/2021
406,20,Female,Sao Paolo,Gold,MobileApp,6/24/2021
407,18,Male,Buenos Aires,Silver,Store,3/22/2021
408,35,Female,Sao Paolo,Silver,Website,12/17/2023
409,35,Male,Buenos Aires,Gold,Store,3/4/2024
410,30,Female,Mexico,Gold,Mercado Libre,8/26/2021
411,40,Male,Sao Paolo,Silver,Amazon,2/4/2025
412,40,Male,Mexico,Silver,MobileApp,5/25/2024
413,30,Male,Mexico,Silver,Amazon,10/29/2025
414,45,Female,Sao Paolo,Platinum,Store,11/16/2023
415,20,Male,Sao Paolo,Silver,Amazon,7/6/2021
416,20,Male,Sao Paolo,Gold,Store,9/22/2022
417,25,Female,Sao Paolo,Gold,MobileApp,9/29/2025
418,18,Male,Sao Paolo,Gold,MobileApp,2/14/2024
419,30,Male,Sao Paolo,Silver,Store,10/11/2023
420,50,Male,Sao Paolo,Silver,Store,3/26/2023
421,18,Male,Buenos Aires,Platinum,Store,9/6/2022
422,20,Female,Sao Paolo,Gold,Mercado Libre,6/11/2023
423,30,Female,Mexico,Gold,Store,4/1/2024
424,50,Male,Mexico,Silver,Website,12/8/2024
425,25,Female,Mexico,Gold,MobileApp,6/27/2021
426,30,Male,Sao Paolo,Silver,Store,9/12/2023
427,18,Male,Buenos Aires,Silver,Website,10/7/2021
428,20,Male,Mexico,Gold,Website,3/9/2023
429,60,Male,Buenos Aires,Silver,Store,5/20/2024
430,55,Male,Sao Paolo,Gold,MobileApp,12/14/2023
431,18,Female,Sao Paolo,Silver,Store,3/8/2021
432,55,Female,Mexico,Silver,Store,6/28/2022
433,35,Male,Sao Paolo,Silver,Website,6/4/2022
434,45,Female,Sao Paolo,Silver,Store,5/14/2022
435,30,Female,Sao Paolo,Silver,Amazon,8/4/2023
436,30,Female,Mexico,Gold,Amazon,12/25/2024
437,30,Female,Buenos Aires,Gold,Website,12/28/2022
438,35,Male,Sao Paolo,Silver,Store,12/6/2023
439,20,Female,Buenos Aires,Silver,Store,6/4/2025
440,18,Female,Mexico,Gold,Store,11/25/2023
441,25,Female,Sao Paolo,Gold,Website,7/8/2021
442,35,Male,Buenos Aires,Gold,MobileApp,1/18/2024
443,20,Male,Buenos Aires,Gold,Store,9/20/2024
444,35,Male,Mexico,Silver,Store,8/5/2023
445,55,Male,Sao Paolo,Silver,Website,5/16/2021
446,18,Male,Mexico,Silver,Store,6/30/2022
447,35,Female,Sao Paolo,Silver,MobileApp,3/4/2023
448,25,Male,Sao Paolo,Gold,Website,2/11/2024
449,45,Female,Sao Paolo,Silver,Website,4/10/2024
450,20,Male,Buenos Aires,Platinum,Store,9/24/2024
451,35,Female,Buenos Aires,Gold,Amazon,7/9/2022
452,40,Male,Sao Paolo,Gold,Store,6/13/2023
453,50,Male,Sao Paolo,Platinum,Amazon,8/4/2023
454,35,Female,Buenos Aires,Silver,Store,6/9/2022
455,30,Female,Sao Paolo,Gold,Amazon,6/23/2021
456,35,Female,Mexico,Silver,MobileApp,9/29/2022
457,45,Male,Sao Paolo,Silver,Store,9/17/2024
458,30,Male,Sao Paolo,Gold,MobileApp,7/26/2021
459,18,Female,Buenos Aires,Silver,Website,9/28/2024
460,50,Male,Sao Paolo,Platinum,Store,8/7/2023
461,35,Female,Sao Paolo,Gold,Store,4/14/2021
462,35,Male,Sao Paolo,Gold,Website,7/24/2025
463,20,Male,Buenos Aires,Silver,Website,11/30/2023
464,35,Male,Buenos Aires,Gold,MobileApp,11/13/2023
465,25,Male,Sao Paolo,Silver,MobileApp,6/29/2024
466,35,Female,Sao Paolo,Gold,Website,10/17/2021
467,20,Female,Mexico,Silver,MobileApp,5/10/2024
468,35,Male,Sao Paolo,Gold,Website,3/24/2024
469,60,Female,Mexico,Silver,Store,7/21/2022
470,18,Male,Sao Paolo,Silver,Amazon,2/4/2024
471,55,Male,Sao Paolo,Silver,Store,7/7/2024
472,25,Male,Mexico,Silver,Store,8/22/2023
473,45,Female,Sao Paolo,Gold,MobileApp,5/8/2024
474,40,Female,Buenos Aires,Silver,Store,4/18/2023
475,30,Female,Sao Paolo,Silver,Store,5/25/2024
476,35,Female,Sao Paolo,Silver,Store,2/15/2022
477,45,Female,Buenos Aires,Silver,Website,5/2/2025
478,25,Female,Sao Paolo,Silver,Mercado Libre,6/1/2023
